Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
32887295	2018-06-01	European Union	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Make an appeal or request	020	3	Maldives	NA	Maldives	47403447	1	Reuters News	Male	NA	Maale	Maldives	4.1748	73.5089
32887293	2018-06-01	Canada	NA	Canada	Make statement	010	0	Foreign Affairs (United Kingdom)	Government,Foreign Ministry,Executive	United Kingdom	47403447	5	Reuters News	Male	NA	Maale	Maldives	4.1748	73.5089
32887294	2018-06-01	United States	NA	United States	Make statement	010	0	Foreign Affairs (United Kingdom)	Government,Foreign Ministry,Executive	United Kingdom	47403447	5	Reuters News	Male	NA	Maale	Maldives	4.1748	73.5089
32891837	2018-06-01	China	NA	China	Host a visit	043	2.8	United States	NA	United States	47403448	2	Reuters News	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891836	2018-06-01	United States	NA	United States	Make a visit	042	1.9	China	NA	China	47403448	2	Reuters News	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891719	2018-06-01	Businessperson (United Kingdom)	Business,Social	United Kingdom	Express intent to meet or negotiate	036	4	Theresa May	Parties,(National) Major Party,Ideological,Center Right,Government,Executive Office,Elite,Executive	United Kingdom	47403449	1	Reuters News	London	Greater London	England	United Kingdom	51.5085	-0.12574
32891830	2018-06-01	Germany	NA	Germany	Meet at a 'third' location	044	2.5	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891824	2018-06-01	Germany	NA	Germany	Meet at a 'third' location	044	2.5	Ukraine	NA	Ukraine	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891827	2018-06-01	Germany	NA	Germany	Meet at a 'third' location	044	2.5	Pavlo Klimkin	Government,Executive,Foreign Ministry	Ukraine	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891821	2018-06-01	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	Meet at a 'third' location	044	2.5	Germany	NA	Germany	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891819	2018-06-01	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	Make a visit	042	1.9	Russia	NA	Russian Federation	47403456	2	Interfax News Service	NA	NA	NA	Russian Federation	55.7522	37.6156
32891818	2018-06-01	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	Make a visit	042	1.9	Ukraine	NA	Ukraine	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891826	2018-06-01	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	Meet at a 'third' location	044	2.5	Ukraine	NA	Ukraine	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891829	2018-06-01	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	Meet at a 'third' location	044	2.5	Pavlo Klimkin	Government,Executive,Foreign Ministry	Ukraine	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891834	2018-06-01	Russia	NA	Russian Federation	Host a visit	043	2.8	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	47403456	2	Interfax News Service	NA	NA	NA	Russian Federation	55.7522	37.6156
32891822	2018-06-01	Ukraine	NA	Ukraine	Meet at a 'third' location	044	2.5	Germany	NA	Germany	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891831	2018-06-01	Ukraine	NA	Ukraine	Meet at a 'third' location	044	2.5	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891833	2018-06-01	Ukraine	NA	Ukraine	Host a visit	043	2.8	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891828	2018-06-01	Ukraine	NA	Ukraine	Meet at a 'third' location	044	2.5	Pavlo Klimkin	Government,Executive,Foreign Ministry	Ukraine	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891823	2018-06-01	Pavlo Klimkin	Government,Executive,Foreign Ministry	Ukraine	Meet at a 'third' location	044	2.5	Germany	NA	Germany	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891832	2018-06-01	Pavlo Klimkin	Government,Executive,Foreign Ministry	Ukraine	Meet at a 'third' location	044	2.5	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891825	2018-06-01	Pavlo Klimkin	Government,Executive,Foreign Ministry	Ukraine	Meet at a 'third' location	044	2.5	Ukraine	NA	Ukraine	47403456	2	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891820	2018-06-01	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	Make a visit	042	1.9	Ukraine	NA	Ukraine	47403456	3	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32891835	2018-06-01	Ukraine	NA	Ukraine	Host a visit	043	2.8	Heiko Maas	Foreign Ministry,Executive,Judicial,Government	Germany	47403456	3	Interfax News Service	Mariupol	NA	Donets'ka Oblast'	Ukraine	47.0951	37.5413
32887158	2018-06-01	Citizen (Georgia)	General Population / Civilian / Social,Social	Georgia	Express intent to meet or negotiate	036	4	Giorgi Margvelashvili	Government,Executive Office,Elite,Executive	Georgia	47403457	4	Interfax News Service	Tbilisi	NA	K'alak'i T'bilisi	Georgia	41.6941	44.8337
32887159	2018-06-01	Cambodia	NA	Cambodia	Arrest, detain, or charge with legal action	173	-5	Men (Cambodia)	Social,General Population / Civilian / Social	Cambodia	47403459	1	Bangkok Post	Phnom Penh	NA	Phnom Penh	Cambodia	11.5625	104.916
32887176	2018-06-01	Germany	NA	Germany	Express intent to meet or negotiate	036	4	France	NA	France	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887186	2018-06-01	Germany	NA	Germany	Express intent to meet or negotiate	036	4	Russia	NA	Russian Federation	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887183	2018-06-01	Germany	NA	Germany	Express intent to meet or negotiate	036	4	Ukraine	NA	Ukraine	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887178	2018-06-01	Russia	NA	Russian Federation	Express intent to meet or negotiate	036	4	France	NA	France	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887181	2018-06-01	Russia	NA	Russian Federation	Express intent to meet or negotiate	036	4	Germany	NA	Germany	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887184	2018-06-01	Russia	NA	Russian Federation	Express intent to meet or negotiate	036	4	Ukraine	NA	Ukraine	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887177	2018-06-01	Ukraine	NA	Ukraine	Express intent to meet or negotiate	036	4	France	NA	France	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887180	2018-06-01	Ukraine	NA	Ukraine	Express intent to meet or negotiate	036	4	Germany	NA	Germany	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887187	2018-06-01	Ukraine	NA	Ukraine	Express intent to meet or negotiate	036	4	Russia	NA	Russian Federation	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887179	2018-06-01	France	NA	France	Express intent to meet or negotiate	036	4	Germany	NA	Germany	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887185	2018-06-01	France	NA	France	Express intent to meet or negotiate	036	4	Russia	NA	Russian Federation	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887182	2018-06-01	France	NA	France	Express intent to meet or negotiate	036	4	Ukraine	NA	Ukraine	47403467	1	Agence France-Presse	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887174	2018-06-01	Emmanuel Macron	Executive,Government,Executive Office,Elite	Andorra	Express intent to cooperate	030	4	Russia	NA	Russian Federation	47403467	6	Agence France-Presse	St. Petersburg	NA	Sankt-Peterburg	Russian Federation	59.9386	30.3141
32887175	2018-06-01	Russia	NA	Russian Federation	Express intent to cooperate	030	4	Emmanuel Macron	Executive,Government,Executive Office,Elite	Andorra	47403467	6	Agence France-Presse	St. Petersburg	NA	Sankt-Peterburg	Russian Federation	59.9386	30.3141
32887160	2018-06-01	Police (Australia)	Police,Government	Australia	Arrest, detain, or charge with legal action	173	-5	Children (Australia)	Social,General Population / Civilian / Social	Australia	47403470	2	Australian Associated Press	Adelaide Hills	Adelaide Hills	State of South Australia	Australia	-34.9112	138.707
32887161	2018-06-01	Police (Australia)	Police,Government	Australia	Arrest, detain, or charge with legal action	173	-5	Men (Australia)	Social,General Population / Civilian / Social	Australia	47403470	4	Australian Associated Press	Adelaide Hills	Adelaide Hills	State of South Australia	Australia	-34.9112	138.707
32887188	2018-06-01	International Committee of the Red Cross	Nongovernmental Organization (International),Medical / Health NGOs,Nongovernmental Organizations / Activists	NA	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	China	NA	China	47403471	1	Xinhua News Agency	Beijing	NA	Beijing Shi	China	39.9075	116.397
32887300	2018-06-01	China	NA	China	Host a visit	043	2.8	Peter Maurer	Nongovernmental Organization (International),Medical / Health NGOs,Nongovernmental Organizations / Activists	NA	47403471	5	Xinhua News Agency	Beijing	NA	Beijing Shi	China	39.9075	116.397
32887374	2018-06-01	Peter Maurer	Nongovernmental Organization (International),Medical / Health NGOs,Nongovernmental Organizations / Activists	NA	Make a visit	042	1.9	China	NA	China	47403471	5	Xinhua News Agency	Beijing	NA	Beijing Shi	China	39.9075	116.397
32887299	2018-06-01	Peter Maurer	Nongovernmental Organization (International),Medical / Health NGOs,Nongovernmental Organizations / Activists	NA	Praise or endorse	051	3.4	China	NA	China	47403471	6	Xinhua News Agency	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891721	2018-06-01	Peter Altmaier	Executive,Finance / Economy / Commerce / Trade Ministry,Government	Germany	Make statement	010	0	Other Authorities / Officials (United States)	Government	United States	47403473	6	Xinhua News Agency	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32891720	2018-06-01	Bruno Le Maire	Industrial / Textiles / Mining Ministry,Government,Elite,Executive,Ideological,(National) Major Party,Center Right,Parties,Finance / Economy / Commerce / Trade Ministry	France	Make statement	010	0	Other Authorities / Officials (United States)	Government	United States	47403473	6	Xinhua News Agency	Paris	Paris	Region Ile-de-France	France	48.8534	2.3488
32887298	2018-06-01	Citizen (Russia)	General Population / Civilian / Social,Social	Russian Federation	Make an appeal or request	020	3	Vladimir Putin	Government,Executive Office,Elite,Executive,Ideological,(National) Major Party,Parties,Center Right	Russian Federation	47403480	1	ITAR Tass	NA	NA	NA	Russian Federation	55.7522	37.6156
32898380	2018-06-01	Military (Ukraine)	Government,Military	Ukraine	fight with small arms and light weapons	193	-10	Ukraine	NA	Ukraine	47403481	1	ITAR Tass	NA	NA	NA	Ukraine	50.4547	30.5238
32887163	2018-06-01	Germany	NA	Germany	Consult	040	1	France	NA	France	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887166	2018-06-01	Germany	NA	Germany	Consult	040	1	Russia	NA	Russian Federation	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887173	2018-06-01	Germany	NA	Germany	Consult	040	1	Ukraine	NA	Ukraine	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887162	2018-06-01	Russia	NA	Russian Federation	Consult	040	1	France	NA	France	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887169	2018-06-01	Russia	NA	Russian Federation	Consult	040	1	Germany	NA	Germany	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887172	2018-06-01	Russia	NA	Russian Federation	Consult	040	1	Ukraine	NA	Ukraine	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887164	2018-06-01	Ukraine	NA	Ukraine	Consult	040	1	France	NA	France	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887170	2018-06-01	Ukraine	NA	Ukraine	Consult	040	1	Germany	NA	Germany	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887167	2018-06-01	Ukraine	NA	Ukraine	Consult	040	1	Russia	NA	Russian Federation	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887168	2018-06-01	France	NA	France	Consult	040	1	Germany	NA	Germany	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887165	2018-06-01	France	NA	France	Consult	040	1	Russia	NA	Russian Federation	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887171	2018-06-01	France	NA	France	Consult	040	1	Ukraine	NA	Ukraine	47403483	5	ITAR Tass	NA	NA	Normandy	France	49	0
32887384	2018-06-01	Andrej Kiska	Government,Executive Office,Executive,Elite	Slovakia	Make a visit	042	1.9	Head of Government (Slovakia)	Government,Executive Office,Executive	Slovakia	47403486	3	TASR - Tlacova Agentura Slovenskej Republiky	Bratislava	NA	Bratislavsky kraj	Slovakia	48.1482	17.1067
32887383	2018-06-01	Head of Government (Slovakia)	Government,Executive Office,Executive	Slovakia	Host a visit	043	2.8	Andrej Kiska	Government,Executive Office,Executive,Elite	Slovakia	47403486	3	TASR - Tlacova Agentura Slovenskej Republiky	Bratislava	NA	Bratislavsky kraj	Slovakia	48.1482	17.1067
32891840	2018-06-01	Wilbur Ross	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	Express intent to meet or negotiate	036	4	China	NA	China	47403491	1	Reuters News	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891839	2018-06-01	Media (China)	Media,Social	China	Make statement	010	0	Wilbur Ross	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47403491	2	Reuters News	Beijing	NA	Beijing Shi	China	39.9075	116.397
32887297	2018-06-01	Military (India)	Government,Military	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	General Population / Civilian / Social,Social	India	47403497	1	Hindustan Times	Mumbai	Konkan Division	State of Maharashtra	India	19.0728	72.8826
32887309	2018-06-01	Head of Government (Croatia)	Executive,Government,Executive Office	Croatia	Consult	040	1	Gordan Jandroković	Ideological,Center Right,Elite,Parties,(National) Major Party	Croatia	47403500	2	HINA	Zagreb	NA	Grad Zagreb	Croatia	45.8144	15.978
32887307	2018-06-01	Gordan Jandroković	Ideological,Center Right,Elite,Parties,(National) Major Party	Croatia	Consult	040	1	Head of Government (Croatia)	Executive,Government,Executive Office	Croatia	47403500	2	HINA	Zagreb	NA	Grad Zagreb	Croatia	45.8144	15.978
32887306	2018-06-01	Head of Government (Croatia)	Executive,Government,Executive Office	Croatia	Make statement	010	0	Croatia	NA	Croatia	47403500	6	HINA	Zagreb	NA	Grad Zagreb	Croatia	45.8144	15.978
32887308	2018-06-01	Head of Government (Croatia)	Executive,Government,Executive Office	Croatia	Praise or endorse	051	3.4	Sabor	Unicameral,Government,Legislative / Parliamentary	Croatia	47403500	6	HINA	Zagreb	NA	Grad Zagreb	Croatia	45.8144	15.978
32891722	2018-06-01	WAFA	Information / Communication / Transparency Ministry,State Media,Executive,Government	Occupied Palestinian Territory	Make statement	010	0	Military (Palestinian Territory, Occupied)	Military,Government	Occupied Palestinian Territory	47403501	2	FARS News Agency	Bethlehem	NA	West Bank	Occupied Palestinian Territory	31.7049	35.2038
32899428	2018-06-01	Public Prosecutor (Turkey)	Judicial,Government	Turkey	Arrest, detain, or charge with legal action	173	-5	Criminal (Turkey)	Dissident,Criminals / Gangs	Turkey	47403504	2	FARS News Agency	Ankara	NA	Ankara	Turkey	39.9199	32.8543
32899427	2018-06-01	Turkey	NA	Turkey	Accuse	112	-2	Military (Turkey)	Military,Government	Turkey	47403504	6	FARS News Agency	Ankara	NA	Ankara	Turkey	39.9199	32.8543
32887507	2018-06-01	Israel	NA	Israel	Arrest, detain, or charge with legal action	173	-5	Citizen (Palestinian Territory, Occupied)	Social,General Population / Civilian / Social	Occupied Palestinian Territory	47403509	3	FARS News Agency	NA	NA	NA	Israel	31.779	35.2253
32887375	2018-06-01	Executive Office of the President	Government,Executive Office,Executive	United States	Make statement	010	0	Canada	NA	Canada	47403510	5	FARS News Agency	NA	NA	NA	Canada	45.4112	-75.6981
32887376	2018-06-01	Executive Office of the President	Government,Executive Office,Executive	United States	Make statement	010	0	Mexico	NA	Mexico	47403510	5	FARS News Agency	NA	NA	NA	Mexico	19.4285	-99.1277
32887304	2018-06-01	Militant (Syria)	Unidentified Forces	Syria	Use unconventional violence	180	-9	Syria	NA	Syria	47403511	3	FARS News Agency	Qunaytira	NA	Muhafazat al Qunaytirah	Syria	33.1259	35.8246
32887303	2018-06-01	Military (Syria)	Military,Government	Syria	Mobilize or increase armed forces	154	-7.2	Syria	NA	Syria	47403511	6	FARS News Agency	Qunaytira	NA	Muhafazat al Qunaytirah	Syria	33.1259	35.8246
